1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
1,300, 0, 150, 150,150, -150,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
-1,150, 150, 150, 0,150, 0,0,0,0
